ID,GENDER_ACROSSTIME_T1T2T3T4,MPACS_TOTAL_IMP_T1,MPACS_TOTAL_IMP_T2,MPACS_TOTAL_IMP_T3,MPACS_TOTAL_IMP_T4,MPACS_TOTAL_IMP_T5,MPACS_TOTAL_IMP_T6,SPPA_SWORTH_IMP_T1,SPPA_SWORTH_IMP_T2,SPPA_SWORTH_IMP_T3,SPPA_SWORTH_IMP_T4,SPPA_SWORTH_IMP_T5,SPPA_SWORTH_IMP_T6
1,2,41.42857143,41.66666667,75,46,65,30.90909091,4,2,3.2,3.4,2.75,2.4
2,1,76.92307692,87,75,63,NA,NA,3,1.4,2.2,2.4,NA,NA
3,1,84.61538462,88,80,85,76,78,3.4,3.8,3.4,3.4,3.6,3.8
4,2,91.11111111,87.77777778,89,79,NA,74,4,3.4,3.8,3.8,NA,3.6
5,2,49,75,NA,93,NA,NA,2.2,3.2,NA,3,NA,NA
6,2,69,86,85,70,75,83,3.2,4,3.6,3.6,3.2,3.4
7,1,62.10526316,NA,76.92307692,NA,62,NA,3.4,1.4,1.666666667,NA,1.8,NA
8,1,40,40,47,47,NA,NA,2.6,2.2,2,2.2,NA,NA
9,1,71,66,NA,62,NA,NA,3.4,3.6,NA,3,NA,NA
10,1,78.94736842,80,73,58,99,62,3.8,3.6,3.6,2.6,3.2,2.6
11,2,87.69230769,81.11111111,73,83,66,68,3.666666667,3.4,3.4,3.4,3.2,3
12,1,NA,NA,76,79,89,89,NA,NA,3.4,3.4,3.4,3.2
13,2,76,87.36842105,NA,74,NA,NA,2.8,2.8,NA,2.8,NA,NA
14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,2,92,92,81,NA,79,88,3.6,4,4,NA,4,4
16,2,87,88,92,94,85,86,3.8,4,3.2,3,3,3.4
17,2,69,66,51,61,NA,NA,3.4,3,3,3,NA,NA
18,2,NA,NA,64,67,NA,NA,NA,NA,4,3.6,NA,NA
19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,2,NA,62,70,73,NA,73.84615385,3,2.6,3.2,3.25,NA,3.6
21,2,77,86,86,80,70,83,3.8,3.6,3.6,3.6,3.6,3.6
22,1,83.33333333,88,91,NA,55.78947368,68.42105263,3.4,2.8,3.333333333,3,2.8,2
23,1,78,64,NA,74,NA,NA,3.6,3.4,NA,4,NA,NA
24,1,NA,87,86.31578947,89,61,84,NA,3.8,3.8,3.8,2.6,3
25,1,91,60,66.31578947,64,62,NA,4,2.4,3.6,2.4,2.4,NA
26,1,76.84210526,NA,NA,74,NA,NA,3.8,4,NA,3,NA,NA
27,4,83.75,58.75,90,70,63,76,3.8,3.333333333,3.6,2.5,3.6,3.4
28,1,89,86,81,78,NA,NA,3.6,3.6,3.6,3.6,NA,NA
29,4,75.78947368,77,68,64,NA,NA,3,3.2,3,2.6,NA,3
30,2,68,85,NA,NA,NA,NA,3.6,4,NA,NA,NA,NA
31,2,87,96,96,96,96,NA,3.6,3.8,4,4,3.8,NA
32,2,93,86,93,94,NA,NA,4,3.4,3.2,3,NA,NA
33,2,66,NA,69,61,64,NA,3.4,2.4,3.2,2.4,1.8,2.2
34,1,NA,66.66666667,65,NA,NA,NA,NA,2.6,2.6,NA,NA,NA
35,1,75.78947368,60,60,62.10526316,77,61,3.8,2.4,3.4,3.2,3.4,2.6
36,1,48,NA,56,43,NA,62.10526316,2.6,NA,2.8,3.4,NA,2.4
37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38,2,89,86,86,NA,NA,NA,4,4,4,NA,NA,NA
39,1,74,NA,62,NA,NA,NA,3,2.666666667,2.4,NA,NA,NA
40,5,33,53,41,NA,NA,NA,2.1,3.6,3,NA,NA,NA
41,1,NA,NA,62,NA,NA,NA,2.8,3.6,3.4,NA,NA,NA
42,2,79,79,69,73,NA,NA,1.8,3,3,3,NA,NA
43,1,NA,NA,NA,NA,NA,NA,3.666666667,NA,NA,NA,NA,NA
44,2,54.73684211,58.94736842,NA,NA,NA,NA,2.6,2.2,NA,NA,NA,NA
45,1,68,68,64,63,NA,NA,2.6,2.4,2.6,3.2,NA,NA
46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47,4,NA,NA,NA,NA,NA,NA,4,NA,2.2,NA,NA,NA
48,1,NA,86,77,NA,NA,NA,3.4,3.8,4,NA,NA,NA
49,1,83,85,74,82,78,86,3.6,4,3.6,3.4,4,3.8
50,1,64.44444444,NA,NA,NA,NA,NA,3,2.5,NA,NA,NA,NA
51,2,84,90,71,79,NA,NA,2.8,3.2,3,2,NA,NA
52,2,90,98.82352941,92,NA,95,95,4,4,3.8,4,4,4
53,1,65,67,NA,NA,NA,NA,3.2,3.2,NA,NA,NA,NA
54,2,86,76,72,71,69,77,3.2,3.2,2.8,2.8,3.6,2.2
55,2,NA,94,96,96,NA,NA,NA,4,3.6,3.8,NA,NA
56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57,2,47,73,75,77,64,77,3.2,3.8,3.6,3.6,3.8,4
58,2,88,83,85,82,NA,NA,3.8,4,3.2,3.4,NA,NA
59,2,79,74,69,69,NA,NA,4,4,3.6,3.8,NA,NA
60,2,78.82352941,NA,96,95,NA,NA,4,NA,4,4,NA,NA
61,2,69,NA,NA,NA,NA,NA,3.6,NA,NA,NA,NA,NA
62,2,77.89473684,57.64705882,NA,NA,NA,NA,4,4,NA,NA,NA,NA
63,1,83,73,66,56,NA,56,3.8,3.4,3.8,2.4,NA,2.6
64,1,55.78947368,66,50,55,55,58,3,2.4,2.8,2.2,2,2.4
65,2,87.36842105,84,83,77,NA,NA,3.4,3.4,2.6,2.4,NA,NA
66,2,87,NA,78.94736842,89,NA,NA,2.8,NA,3.6,4,NA,NA
67,1,65,58,62,63,58,60,3.4,2.6,2.2,2.6,2.8,3
68,1,80,70,71,NA,NA,NA,4,3.8,3.6,NA,NA,NA
69,1,91.11111111,88.42105263,88.88888889,94,82,70,3,4,4,3.4,3.8,3.2
70,5,53,58,NA,72.72727273,NA,NA,3,3.2,NA,4,NA,NA
71,1,73,83,80,81,NA,NA,3.6,3.2,3.6,3.8,NA,NA
72,1,58,NA,68,69.09090909,NA,NA,3.25,NA,3.4,3.2,NA,NA
73,5,NA,NA,62,62,NA,NA,NA,NA,2.8,3,NA,NA
74,2,88,72,NA,NA,NA,NA,3.4,3.2,NA,NA,NA,NA
75,6,74,72,60,74,64,62,3.4,3.2,3.4,NA,2.2,2.2
76,2,72,62,57,NA,61,60,2.6,3,2.8,NA,2.8,3.2
77,2,95,87.36842105,74,76,75,NA,3.6,3.4,2.8,3,3.4,NA
78,1,76,NA,91,77,NA,NA,3.2,3,4,3.6,NA,NA
79,4,44,56.84210526,55.78947368,NA,NA,NA,2,3.8,3.4,NA,NA,NA
80,1,70,64,77,75,NA,77,3.4,3.6,3.8,3.4,NA,3.4
81,2,67,75.78947368,45.26315789,33,NA,64,3.4,3,2.2,2,NA,1.25
82,4,78,60,60,60,60,62,3,2.6,2.6,3,2.2,2.4
83,2,67.36842105,53,NA,NA,NA,NA,2.4,2.6,NA,NA,NA,NA
84,4,78,60,62,64,60,NA,3.6,2.333333333,1.6,2.2,2.6,NA
85,1,67,71,69,66,NA,75,3,2.8,2.8,2.8,NA,3.2
86,1,92,90,86,NA,60,NA,3.8,4,3.4,NA,2.6,NA
87,5,NA,NA,86,86,89,94,NA,NA,3.8,3.8,3.6,3.4
88,2,85,79,65,55,NA,75,4,3.8,2.8,2.4,NA,2.8
89,2,73,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
90,5,73.68421053,76,72,58,62,55,3.4,4,2.8,3.6,3.2,2.8
91,1,NA,93,96,60,60,NA,4,4,3.4,1.8,1.8,NA
92,1,80,74,75,74,NA,NA,3.4,2.8,2.6,3,NA,NA
93,4,78,86,95,87,55,NA,4,3.8,4,3.4,3,NA
94,2,29.41176471,41,37,42,NA,25,3.2,2.8,2.6,2.6,NA,1.6
95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96,1,NA,NA,71,84,NA,NA,NA,NA,3.4,3.2,NA,NA
97,1,NA,82,32,NA,NA,NA,NA,3.4,4,NA,NA,NA
98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99,2,NA,NA,80,79,NA,NA,NA,NA,3.2,3,NA,NA
100,1,NA,NA,78,86,NA,NA,NA,NA,4,3.2,NA,NA
101,1,NA,NA,48,30,40,NA,NA,NA,2.6,2,2.2,NA
102,1,NA,NA,66,60,NA,60,NA,NA,3.4,3.2,NA,3
103,1,NA,NA,68,61,NA,NA,NA,NA,3,2.8,NA,NA
104,1,NA,NA,58.94736842,59,NA,NA,NA,NA,3,3,NA,NA
105,2,NA,NA,84,72,NA,NA,NA,NA,3.8,2.4,NA,NA
106,1,83,82,90,62,77,71,3.4,2.4,3.8,2.2,2.6,2.6
107,2,83.15789474,88,NA,78,78,NA,3,2.4,NA,3.4,3.6,NA
108,5,58.94736842,64,NA,NA,NA,NA,2.4,3,NA,2.2,2.2,NA
109,1,91,96,96,74,98.94736842,85.45454545,3.8,4,4,3,3.6,2.8
110,2,59,57,NA,NA,NA,50,2.6,2.6,NA,NA,NA,2.2
111,2,69,78,69,71,75,NA,3.2,3.6,3,3.8,3.8,3.8
112,1,84,87,72,79,78,NA,3.6,4,3.8,3.6,3.4,NA
113,2,65.26315789,59,60,NA,57,75,3.125,3.2,3.2,NA,3.2,3.6
114,2,63.63636364,NA,61,62,NA,64,3.2,NA,3,3,2.8,2.8
115,5,56,44,29,30,44,34,1.6,1,1.4,1.2,2.4,1.8
116,2,52,51,NA,NA,NA,NA,2,2.2,NA,NA,NA,NA
117,1,NA,NA,NA,53,NA,60,NA,NA,NA,1.8,NA,2.8
118,2,66,76,67.36842105,79,70,60,3.2,3,3.6,3.2,3,3
119,1,NA,66,70,60,60,60,NA,2.6,3.2,2.6,3.6,2.6
120,2,76,75,77,81,83,72,3.5,3.2,2.8,3.2,3.4,3
121,2,50,59,78,81,75,77,3.2,3.2,3,3,2.8,3
122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
123,1,76,62,60,61,61,NA,3.4,3.8,2.6,2,2.4,2.4
124,2,59,65,54,74,67,74,2.2,2.4,2.2,2.4,2.6,2.8
125,2,80,NA,NA,NA,NA,NA,3.4,NA,NA,NA,NA,NA
126,2,84,87.05882353,89,89,88,90,4,3.8,4,4,3.4,4
127,2,59,52,29,42,NA,NA,3.4,3.4,2,2.5,NA,NA
128,2,69,57,65,76,80,73,3.6,3.4,3.6,2.8,2.4,3.6
129,1,52.22222222,43.33333333,50,55,NA,NA,3,3,2.2,2.5,NA,NA
130,1,54,60,58,57,60,NA,3,2.8,3,2.8,3,NA
131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
132,2,80,80,NA,75,63,67,2.8,2,NA,2.2,1.8,1.8
133,2,81.05263158,92,93,93,93,91,3.6,3,3.8,3.25,3.4,3.8
134,4,82.85714286,91,79,60,NA,NA,3,2.8,2.6,NA,NA,NA
135,1,93.33333333,NA,67,60,NA,NA,4,4,3.6,3.4,NA,NA
136,2,76,73,50,48,39,NA,2.8,3.2,3,2.6,3,NA
137,2,84,NA,NA,NA,85,89,4,NA,NA,NA,3.8,3.2
138,2,NA,NA,57,62,NA,NA,NA,NA,3,3,NA,NA
139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
140,2,60,58,NA,NA,NA,NA,3.8,3.8,NA,NA,NA,NA
141,1,41,43,40,60,60,38,3.4,2.8,3,2.5,2.25,2
142,1,77.89473684,88.42105263,90,97,NA,NA,2.8,2.8,3.4,3.2,NA,NA
143,1,90,88.42105263,89,95,NA,NA,3.8,3.6,3.6,4,NA,NA
144,1,63,60,58,54,58,NA,3.2,3,3,3.2,3.8,NA
145,1,61,59,NA,NA,NA,NA,2.4,2.6,NA,NA,NA,NA
146,1,75,73,61,61,84,NA,3.6,3.2,3,3,3.8,NA
147,1,81,96,NA,NA,NA,NA,3.6,4,NA,NA,NA,NA
148,1,50,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA
149,2,92,87,NA,NA,78,NA,3.2,3.2,NA,NA,3,NA
150,2,66,93,NA,NA,NA,NA,2.2,2.6,NA,NA,NA,NA
151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
153,2,66.31578947,NA,72,NA,NA,NA,2.6,3.666666667,3.4,3.4,3.5,NA
154,2,66,63,58,64,60,NA,3.4,3.8,3.4,3.2,2.4,NA
155,1,66,52.63157895,NA,NA,NA,NA,3.8,3.4,NA,NA,NA,NA
156,2,71,32,NA,NA,NA,NA,3.5,3.6,NA,NA,NA,NA
157,2,NA,68.42105263,61,69,NA,NA,3.4,3.6,4,3.2,NA,NA
158,1,NA,NA,NA,NA,NA,NA,4,3.4,NA,NA,NA,NA
159,1,71.11111111,NA,NA,NA,NA,NA,2.5,NA,NA,NA,NA,NA
160,2,74,54.44444444,89,83,NA,NA,2.8,3.4,2.8,3.4,NA,NA
161,2,84,91,79,64,76,88,3.8,4,2.2,2,2.4,3
162,1,78,73,NA,NA,NA,NA,3.6,3.8,NA,NA,NA,NA
163,2,60,75,71,70,NA,NA,2.2,3.6,3,3,NA,NA
164,2,44.21052632,42,53,51,54,54,2.375,3,2.4,2.7,3,2.6
165,1,NA,94,70.90909091,64,NA,NA,NA,3.25,2.6,2.8,NA,NA
166,1,89.41176471,61.25,85,66,67,66,4,3.75,3.8,2.4,3.6,4
167,2,87,85,82,82,77,83,3.8,3.8,3.8,3.6,3.4,3.6
168,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
169,2,49,56,58,58,NA,NA,3.4,3,3.6,3.4,NA,NA
170,2,80,80,NA,NA,99,84,3.25,2.2,NA,NA,2.8,3
171,2,64,74,NA,70,69,77,3.4,3,NA,4,3.8,3.6
172,1,74,NA,75,61,NA,62,2.8,NA,3,2.9,NA,2.4
173,1,60,71,NA,NA,NA,NA,3.6,4,NA,3,NA,NA
174,2,68,64,44,NA,45,NA,2.6,3.25,3,NA,2.8,NA
175,2,86,85,77,61,NA,59,2.8,3.6,2.25,2.8,NA,2.6
176,2,50,54.73684211,55,NA,59,NA,1.8,1.2,2.6,NA,3,NA
177,1,NA,NA,61,NA,NA,NA,NA,3.6,3.666666667,2.75,NA,NA
178,5,86,60,83,60,57,63,2,2.2,2.2,2,2,2
179,2,82,83,81,NA,77,76,4,4,3,NA,3.4,3.6
180,1,67,75,85,73,NA,NA,3.4,3.4,3.8,3,NA,NA
181,1,71,77,76,80,74,60,3.8,4,3.4,3.6,3.2,2.6
182,2,56.47058824,73,74,NA,64,59,3.2,4,3.6,NA,3.6,3.4
183,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
184,1,85,78,83,76,75,78,4,3.6,3.4,3.2,3,3
185,2,NA,NA,NA,NA,66.66666667,81,3.2,3.4,3.2,3.4,3.4,3.4
186,2,80,80,NA,NA,NA,NA,3.4,3,NA,NA,NA,NA
187,2,83,NA,NA,NA,NA,NA,1.4,NA,NA,NA,NA,NA
188,1,NA,NA,66,NA,NA,82,NA,NA,3.8,NA,NA,3.4
189,2,60,44,NA,NA,NA,NA,3.2,2.6,NA,NA,NA,NA
190,1,62,65,71,70,NA,NA,3,3,3.2,3.2,NA,NA
191,2,56,55,NA,NA,NA,NA,2.2,1.4,NA,NA,NA,NA
192,1,65,60,NA,NA,NA,NA,2.6,2.4,NA,NA,NA,NA
193,2,84,NA,86,87,NA,NA,2.2,NA,3.8,3.8,NA,NA
194,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
197,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
198,2,NA,NA,60,52,66,67,NA,NA,2.8,2.6,2,2.6
199,2,NA,NA,48,NA,37,NA,NA,NA,2.7,NA,3,NA
200,1,NA,NA,90.90909091,89,NA,NA,NA,NA,3.6,3.4,NA,NA
201,1,85,73,88,88,NA,NA,4,3.8,4,4,NA,NA
202,1,61.05263158,67,63.33333333,64,NA,66,3.6,3.4,2.8,3.2,NA,2.8
203,2,95,91,91,96,NA,78,4,3.8,4,4,NA,3
204,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
205,2,NA,NA,NA,96,NA,NA,NA,NA,NA,3.2,NA,NA
206,2,72.30769231,72.94117647,77,77,NA,NA,4,3.8,3,4,NA,NA
207,1,82.85714286,81.05263158,NA,73,NA,NA,3,3,NA,3,NA,NA
208,2,70.52631579,NA,77,70,NA,90,3,2.666666667,2.8,3,NA,2.8
209,1,75.55555556,NA,NA,88.33333333,NA,NA,4,NA,4,3.8,NA,NA
210,1,73.68421053,NA,67,59,NA,NA,3.2,NA,3.6,3,NA,NA
211,2,NA,82.10526316,66,40,61,NA,4,4,4,4,3.6,NA
212,1,81.42857143,NA,81.05263158,NA,NA,NA,4,NA,3.8,NA,NA,NA
213,4,82,91.57894737,65,67,NA,56,4,3.4,4,3,2.6,3.6
214,2,96,92,93,98,100,100,3.8,4,3.8,4,4,4
215,2,85,86,77,86,92,71,3.8,4,3.6,4,4,4
216,1,79,67,72,76,NA,NA,3.8,3.6,3.8,3.8,NA,NA
217,2,74,79,72,81,75,68.42105263,2.2,2.4,2.4,2.8,2.8,3
218,1,78.94736842,72,61,70,NA,NA,3.4,3,3.4,3.6,NA,NA
219,2,67,91,94,88,93,97.89473684,2.6,3.8,4,4,4,4
220,2,76,74,74,93,81,NA,3,3.4,3.6,3.4,3.4,NA
221,2,75,67,79,95,61,NA,3.4,3.8,3.6,3.8,3.2,NA
222,2,64,57,68,80,61,58,3,2.6,3.5,3.6,3.4,2.6
223,1,87,89,94,90,85,NA,4,3,3.2,3.4,3.2,NA
224,1,55.55555556,51.05263158,44,53,66,67,2.666666667,2.8,2.75,3.4,3.6,3.2
225,5,56,31,NA,NA,58,NA,2,3,NA,2.4,2.25,2
226,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
227,2,77.89473684,65,57,52,49,60,3.8,3,1.8,3,2,NA
228,1,67,69,57,67,NA,NA,3,3,3,3,NA,NA
229,2,90,NA,62,72,77,NA,3.4,NA,3.8,4,2.6,NA
230,2,NA,95.78947368,NA,45,64,51,NA,4,NA,2.8,2.8,2.4
231,2,88,NA,93,94,NA,NA,4,NA,3.8,3.8,NA,NA
232,1,NA,NA,74,78,NA,NA,NA,NA,3.4,NA,NA,NA
233,1,NA,76,93,60,60,62,4,3.2,3.4,3.4,4,3.6
234,1,50,NA,70.90909091,NA,76,62,3.6,3.333333333,3.6,NA,3.2,2.2
235,1,93,96,95.78947368,NA,NA,NA,3.6,4,4,NA,NA,NA
236,1,87,83,80,78,75,80,4,4,3.2,3.2,3.6,3.2
237,2,93.33333333,91.57894737,86,NA,NA,NA,4,4,4,4,NA,3
238,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
239,1,88,95,84.5,80,NA,NA,4,4,3.8,3.4,NA,NA
240,1,86,70,NA,84.21052632,66.31578947,NA,3.6,3.2,NA,3.2,3.2,NA
241,1,NA,NA,60.625,NA,83,NA,NA,NA,3.6,3.6,4,NA
242,1,62,67,58,49,NA,NA,2.4,2.6,2.4,1.4,NA,NA
243,5,82.22222222,NA,NA,58,NA,NA,4,NA,NA,1.8,NA,NA
244,2,70,74,68,56,53,57,3,2.6,2.6,2.6,2.4,2.6
245,2,94,92,87.27272727,97,96,93,4,3.2,3,3,3,2.8
246,2,81,94,71.57894737,NA,89,NA,3.6,3.4,2.6,1.8,2.2,2.5
247,2,75,79,87,81,60,60,3.8,4,4,4,3.4,3.6
248,1,98,NA,92,95,NA,NA,4,NA,3.4,3.4,NA,NA
249,2,NA,93.33333333,NA,NA,NA,NA,3.8,3.8,NA,NA,NA,NA
250,1,82.10526316,NA,65,NA,NA,NA,2.8,NA,3,NA,NA,NA
251,1,NA,NA,53,49,NA,NA,NA,NA,2.8,2.8,NA,NA
252,1,89,82,NA,NA,NA,NA,3,3.2,NA,NA,NA,NA
253,1,91.76470588,90,NA,NA,86,NA,3.4,4,3.5,3.5,3.6,NA
254,1,86,82,70,74,NA,NA,3,3,4,3.4,NA,NA
255,2,58,91.57894737,95,NA,NA,NA,3.8,3.4,3.8,NA,NA,NA
256,2,68,71,57,67,61,70,3.2,3.2,3,3,3.2,3.2
257,1,NA,NA,69.47368421,63,61,66,3.75,NA,3.8,3.8,3.6,NA
258,1,74.11764706,77.89473684,70.90909091,70.52631579,81,83,3.2,3,2.8,3,3.6,3.4
259,1,83,89,96,87,91,NA,3.8,3.8,3.8,3.8,3.8,NA
260,1,78,80,85,68,NA,NA,3.8,NA,NA,3,NA,NA
261,4,NA,43.52941176,56,60,58,58,3.8,1.6,1.6,2.2,3.4,2.8
262,2,87,82,69.47368421,65,62,53.68421053,3.4,2.8,3.2,3,2.8,3.25
263,1,NA,NA,78,75,NA,NA,NA,NA,3.8,3.2,NA,NA
264,2,74,NA,81,100,NA,NA,2.4,NA,3.2,2.8,NA,NA
265,2,93,87,71,86,73,76,4,4,3,4,3,3.2
266,2,73.33333333,66,62,60,NA,73,2.6,3.4,3.2,3.4,NA,3
267,6,64,75,60,73,60,NA,3.6,3.8,2.2,3.2,2.2,NA
268,1,78,NA,89,67,82,NA,4,NA,4,3.8,3.6,NA
269,2,50,55,69.5,71,74,84,3.4,3.4,3.8,3.6,4,4
270,2,67,65,78,73,NA,67,4,3.8,4,4,NA,4
271,2,39,55.71428571,NA,46,54,NA,2.8,3.2,2.8,2.333333333,2.8,NA
272,2,83,86,83,85,89,86,3,2.6,3.2,3.6,4,3.8
273,2,74,NA,67,73,NA,47,4,4,4,3.8,NA,2.8
274,1,92,96,92,96,60,50,4,4,4,4,2.5,2
275,2,72,72,65.26315789,78,73,75,3.8,3.8,3.6,3.6,3.2,3
276,1,95,NA,95,96,93,94,4,NA,4,4,3.6,3.2
277,2,84,90,89,90,NA,NA,3.8,4,3.2,3.4,NA,NA
278,1,NA,NA,64,61,NA,NA,3.4,4,3.6,2.4,NA,NA
279,1,NA,NA,78,80,71,NA,NA,NA,3.6,3.4,3.4,NA
280,2,90,67,82,87,72,63,3.8,3.2,3.6,3.2,3,2.8
281,2,76,NA,69,55,NA,NA,3.8,4,4,3.6,NA,NA
282,2,96,95,95,91,90,NA,4,4,4,4,4,NA
283,1,70,80,75,72,NA,72,4,4,3.6,3.4,NA,3.2
284,1,NA,NA,72,75,69,NA,NA,NA,2.8,3.2,3,NA
285,2,89,89,87,73,NA,NA,3.4,3.8,3.2,3,NA,NA
286,2,68,73,77,86,82,75,3.4,2.2,2.8,3,2.8,2.8
287,2,90,96,95.78947368,98,NA,NA,3.8,3.8,3.4,3.6,NA,NA
288,2,82,78,96,89,NA,56,3.6,3.6,NA,4,NA,3
289,1,53.68421053,NA,66,56,NA,NA,2.6,NA,3,2.4,NA,NA
290,2,45,NA,50,44,NA,NA,2.6,NA,2.8,2,NA,NA
291,1,65,NA,75,77,NA,NA,3.4,NA,3,3,NA,NA
292,2,96,NA,NA,NA,NA,NA,3.4,NA,NA,NA,NA,NA
293,2,78,71,78,81,58,74,4,3.6,3.8,4,3.8,4
294,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
296,4,69,NA,65,55.78947368,60,59,3.6,NA,3,3,2.8,2.6
297,2,54,75,60,51,NA,NA,3.2,3.4,3,3,NA,NA
298,1,87,84,83,74,NA,NA,3,3.6,3,3.4,NA,NA
299,2,87,88.42105263,80,53,68,70,4,3.6,3.2,2.6,2.8,3
300,1,49.23076923,NA,58,60,62,54.73684211,NA,NA,2.8,3.8,3,2.8
301,1,63,64,79,69,NA,NA,3.2,3.4,3.8,3.4,NA,NA
302,2,77,75,73,NA,40,51,3.4,3.8,3,NA,2.4,3
303,2,NA,59,72,75,62,71,NA,2.8,3,2.2,1.8,2.4
