ID,GENDER_ACROSSTIME_T1T2T3T4,MPACS_TOTAL_IMP_T1,MPACS_TOTAL_IMP_T2,MPACS_TOTAL_IMP_T3,MPACS_TOTAL_IMP_T4,MPACS_TOTAL_IMP_T5,MPACS_TOTAL_IMP_T6,SPPA_SWORTH_IMP_T1,SPPA_SWORTH_IMP_T2,SPPA_SWORTH_IMP_T3,SPPA_SWORTH_IMP_T4,SPPA_SWORTH_IMP_T5,SPPA_SWORTH_IMP_T6
304,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
305,2,97,100,100,100,96,NA,4,4,4,4,4,4
306,2,67,83,79,96,89,92,3.8,2.4,2.8,3,3.2,4
307,1,69,79,NA,80,84,NA,2.8,2.8,NA,3.2,3.4,NA
308,1,83.15789474,85,91,94,NA,NA,3.2,3.4,3.6,3.8,NA,NA
309,2,90,85,80,73,84,83,3,3.6,3.4,4,4,3.8
310,2,85,96,97,92,85,90,4,3.4,4,4,3.8,3.4
311,1,94,NA,NA,NA,70.90909091,NA,4,NA,3.6,NA,NA,NA
312,2,NA,NA,98.23529412,91.76470588,63,51,NA,NA,3.9,2.625,2.2,1.2
313,1,71,78,71,71,NA,NA,3.2,3.2,3.2,3.6,NA,NA
314,1,44.21052632,28,92,30,38,59,3.6,2.8,4,3.4,2,3.2
315,2,57,65,69,61,NA,NA,2,3,3.4,3,NA,NA
316,2,62.10526316,71.57894737,53,60,NA,NA,3.8,3.6,3.25,3.2,NA,NA
317,2,71,NA,63,NA,76,66,3.2,NA,4,NA,2.2,2.4
318,1,100,NA,94,89,59,NA,4,NA,3.75,4,2,NA
319,2,48.42105263,NA,56.36363636,60,58,NA,3.6,3.2,2.8,2.4,3.4,NA
320,2,51.57894737,63,61,48,63,49,2.2,3.6,3.2,2.6,2.4,2.4
321,2,71,64,85,85,NA,NA,3.4,3.2,3.4,3.2,NA,NA
322,2,100,100,98,96,98,NA,3.8,3,2.4,3.4,4,NA
323,1,NA,62.10526316,60,60,76.84210526,NA,NA,3.6,3,2.8,2.8,NA
324,2,95.55555556,95,NA,96,NA,NA,4,4,3.8,3.4,NA,NA
325,2,NA,NA,94,98,NA,NA,NA,NA,3.6,4,NA,NA
326,2,NA,NA,NA,86,NA,NA,NA,NA,NA,3.4,NA,NA
327,1,59,50.66666667,NA,NA,NA,NA,3,3.6,NA,NA,NA,NA
328,1,91,86,NA,NA,88,93,4,3.8,NA,NA,3.8,4
329,4,85,87,96,92,60,NA,3.2,3.8,2.2,3.2,2.2,NA
330,2,77,88,86,74,NA,NA,3.8,3.6,3.2,3.4,NA,NA
331,1,72,80,83,66,64,80,3.8,3.6,4,3.8,3.8,4
332,1,82,65,78,62,60,NA,3.4,3,3.2,3,2.6,NA
333,2,72,71,67,61,60,NA,4,3.8,2.8,2.8,2.6,NA
334,1,55.78947368,60,72,66,NA,NA,2.8,3.8,4,3.8,NA,NA
335,2,46,48,50,NA,NA,NA,1.8,1.4,2.6,NA,NA,NA
336,1,59,78,77.89473684,61,57,85,3,2.6,3.4,3.2,2.2,3.2
337,2,94,98,98,98,100,100,4,4,4,4,4,4
338,5,54.66666667,56,NA,NA,NA,NA,1.2,2.2,NA,NA,NA,NA
339,1,90,93,NA,NA,NA,NA,3,3,NA,NA,NA,NA
340,2,79,57,69,74,75,NA,3,2.2,2.9,2.7,NA,NA
341,1,62,85.26315789,85,NA,NA,NA,3.4,3.9,3.2,NA,NA,NA
342,1,67,81,76,67,NA,NA,3.4,3.2,3.4,3.2,NA,NA
343,2,82.10526316,90,92,93,78,94,3.2,3.6,3.6,4,3.2,3.4
344,1,NA,86,82,NA,NA,NA,4,4,3.6,NA,NA,NA
345,2,39,NA,49,45,60,67,4,3.4,2.8,3.4,3.2,3.2
346,6,58.42105263,77,67,60,61,NA,3.2,3.8,3,3.2,2.4,NA
347,2,91,90,95,NA,NA,NA,4,4,4,NA,NA,NA
348,2,89,69,50,74,52,57,2,1.6,2,1.8,1.8,2
349,1,78,71,82,72,NA,NA,2.4,2.6,3.4,2.6,NA,NA
350,2,61,67,59,63,62,63,3.2,2.8,2.4,2.4,2.2,2.6
351,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
352,2,50.52631579,50,NA,NA,NA,NA,1.6,1.5,NA,NA,1,NA
353,1,75,62,NA,NA,NA,NA,3.4,2.6,NA,NA,NA,NA
354,1,60,60,NA,NA,NA,NA,2.8,2.8,NA,NA,NA,NA
355,1,62,NA,58,62,NA,46,3.2,NA,3,2.8,NA,2.2
356,2,84,89,77,80,86,NA,3.8,4,3.8,4,4,NA
357,1,77,74,65,68,67,66,3.4,3.2,3,2.8,2.8,3
358,1,57.89473684,56,NA,NA,NA,NA,3,2.8,NA,NA,NA,NA
359,2,47,62,67,66,NA,NA,1,3,3.2,3.4,NA,NA
360,2,NA,69,NA,NA,NA,NA,NA,4,NA,NA,NA,NA
361,1,69,62.10526316,65,62.66666667,65,NA,3.4,3.333333333,3.2,3,3.6,NA
362,1,53,63,71,NA,NA,69,3.4,3.6,4,NA,NA,2.8
363,1,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA
364,2,98,100,93,92,78,81,4,3.8,3.4,2.6,2.8,2.2
365,1,77,67,74,80,78,69.47368421,3.2,3.2,3,3,3,2.8
366,1,65.26315789,65,60,59,56,NA,2.4,2,2.8,2.6,2.4,NA
367,2,86,82,71,84,72,82,3.8,3.2,3.2,3.6,3,3
368,1,86,82,NA,NA,NA,NA,4,4,NA,NA,NA,NA
369,2,90.52631579,95,NA,NA,NA,NA,3.4,3.8,NA,NA,NA,NA
370,2,NA,78.94736842,79,NA,NA,NA,NA,3,2.2,NA,NA,NA
371,2,88,89,NA,NA,NA,NA,4,4,NA,NA,NA,NA
372,1,90,61.05263158,NA,NA,NA,NA,2.8,3.8,NA,NA,NA,NA
373,1,92.63157895,80,86,86,NA,NA,4,4,4,4,NA,NA
374,1,62,62,NA,60,NA,NA,3.4,3,2.6,3,NA,NA
375,1,NA,62,NA,NA,NA,NA,NA,3,NA,NA,NA,NA
376,2,50,38.88888889,41.05263158,47,NA,NA,1.8,1,1.2,1,3,NA
377,1,79,80,80,81,80,NA,4,4,3.8,3.8,4,NA
378,2,63,63,70,64.21052632,NA,NA,3.8,4,4,3.8,NA,NA
379,1,70,69,61,67,NA,NA,3.6,3.2,3,NA,3.2,NA
380,4,74,66,64,NA,NA,NA,3.6,3.2,3,NA,NA,NA
381,2,49.41176471,60,51,38,NA,NA,3.6,2.8,2.4,2.8,NA,NA
382,2,79,80,NA,NA,NA,NA,3.75,3.6,NA,NA,NA,NA
383,2,NA,NA,NA,NA,NA,NA,3.8,4,NA,NA,3,3.2
384,1,63,57,50.76923077,NA,62,45,3.2,2.8,3.2,NA,3,2.8
385,2,62,62,NA,NA,66,45,3.2,3,NA,NA,3,2.4
386,1,63,54.54545455,60,60,63.15789474,62,3.8,2.6,3,2.2,2.4,2.6
387,1,87.77777778,NA,NA,NA,NA,NA,3.8,NA,NA,NA,NA,NA
388,1,NA,NA,NA,NA,NA,NA,NA,3.6,NA,NA,NA,NA
389,1,83,83,NA,NA,NA,NA,3.8,3.8,NA,NA,NA,NA
390,5,100,NA,NA,NA,NA,NA,4,4,NA,NA,NA,NA
391,2,67.36842105,69,NA,67,NA,NA,4,3.6,NA,2.8,NA,NA
392,2,68,60,50.90909091,64,NA,NA,3.8,3.6,3.4,3.4,NA,NA
393,2,NA,89,NA,NA,NA,NA,2,2.2,NA,NA,NA,NA
394,1,66,75,NA,NA,NA,NA,2.8,2.8,NA,NA,NA,NA
395,4,46,47,59,63,65,63,2,2.2,2.2,2.6,2.6,2.4
396,2,NA,NA,92,82,88,79,NA,NA,4,4,4,3.6
397,1,70,73,NA,NA,NA,NA,3.2,2.8,NA,NA,NA,NA
398,2,67.36842105,68.42105263,62,65.26315789,NA,NA,3.2,2.8,3,2.8,NA,NA
399,1,68,83,NA,NA,NA,NA,3,3.6,NA,NA,NA,NA
400,1,77,74,67,69,NA,NA,3.4,3.2,2.8,3,NA,NA
401,2,81,51,56.84210526,68,62,68,2.4,2.4,2,2.1,2.2,2.4
402,1,NA,58.5,NA,NA,NA,NA,2.8,3.4,NA,NA,NA,NA
403,1,NA,NA,72,69,68,NA,NA,NA,2.8,2.8,2.8,NA
404,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
405,2,73,65,64,67,NA,70,3.8,3,2.8,3.2,NA,3.2
406,1,86,87,71,76,NA,NA,2.8,3.8,3.6,2.6,NA,NA
407,2,51.57894737,NA,NA,58,NA,NA,3,NA,3.2,2.4,NA,NA
408,2,84,90,89,92,NA,64,3.2,3.25,2.2,2.4,NA,2.6
409,1,49,47,54,57.89473684,52,NA,4,3.8,3.2,3.6,3.4,NA
410,2,65,58,54,57.89473684,54,NA,2.8,2.6,2.6,2.7,2.6,NA
411,1,55,58,55,NA,61,NA,4,3.6,3.4,NA,2.6,NA
412,2,95,87,94,89,92,91,3.8,3.4,3.2,3,3.4,3
413,1,NA,72.94117647,77,92,NA,NA,NA,3.6,3,4,NA,NA
414,1,53,50,44,48,49,51,4,3.4,3.6,3.4,3.4,3.2
415,1,NA,NA,NA,NA,NA,NA,3.4,4,NA,3,NA,NA
416,2,88.42105263,77,66,72.72727273,80,NA,3.333333333,3.4,2.8,3.333333333,2.4,NA
417,2,42,60,56,60,67,58,3.2,3.2,4,4,2,3
418,1,73,82,68,83,NA,NA,3.6,4,3.2,4,NA,NA
419,2,NA,55,72,75,NA,NA,NA,1.8,2,2.2,NA,NA
420,1,73.68421053,80,81,72,NA,63,3.4,3.8,3.6,2.6,2,2.8
421,1,72,84,91,NA,NA,NA,3,3.6,4,NA,NA,NA
422,1,70,75,NA,78,NA,NA,3.4,3.2,NA,4,NA,NA
423,1,69,74,77.89473684,71,87,NA,3.6,3,3,3,3.2,NA
424,2,NA,65,74,60,68,69,NA,NA,2.8,2.8,3,1.8
425,1,68,72,62,64,60,NA,3.8,4,3.8,3.2,2.8,NA
426,2,NA,NA,76,69,74,NA,NA,NA,2,2.6,2.2,NA
427,2,74.73684211,77,NA,NA,NA,NA,3.8,3.2,NA,NA,NA,NA
428,2,67.36842105,63.15789474,91,96,97,NA,3.2,3.6,3.4,3.8,3,NA
429,1,66,65,65,NA,NA,NA,2.4,2.4,1.2,NA,NA,NA
430,1,64.21052632,71,62,NA,NA,NA,3.6,3.4,3.4,3.6,NA,NA
431,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
432,2,85,72,96,81,78.18181818,NA,3.8,4,4,2.6,3.4,NA
433,1,52.85714286,45,NA,NA,NA,NA,4,3.6,3,NA,NA,NA
434,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
435,4,60,NA,52,64,NA,NA,2.4,2,3,2.6,NA,NA
436,2,84,NA,90,90,91,96,3.6,2.4,2.5,3,2.6,2.6
437,1,59,70.52631579,69,77,NA,71,3,3.4,3.4,3.4,NA,3
438,1,NA,72,NA,NA,65,NA,3.4,3.4,NA,NA,3,NA
439,1,92.63157895,NA,88,NA,NA,NA,3.6,NA,3.2,NA,NA,NA
440,2,70,83,NA,NA,NA,NA,2.4,3,NA,NA,NA,NA
441,1,NA,63.52941176,NA,NA,NA,NA,3.4,4,NA,NA,NA,NA
442,2,82,85,86,88,NA,NA,4,4,3.8,3.4,NA,NA
443,1,NA,65,46.31578947,34,49,57,4,4,4,3.25,4,3
444,1,NA,NA,98,86,NA,NA,NA,NA,4,4,NA,NA
445,2,NA,NA,59,NA,NA,NA,NA,NA,2.2,NA,NA,NA
446,1,NA,NA,60,60,NA,NA,NA,NA,3.8,2.75,NA,NA
447,2,NA,NA,68,57,NA,NA,NA,NA,3.2,2.8,NA,NA
448,2,NA,NA,69,64,NA,NA,NA,NA,3.2,4,NA,NA
449,2,NA,NA,90,80,NA,NA,NA,NA,3.6,3,NA,NA
450,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
451,2,49,38,NA,NA,NA,NA,2,1.4,NA,NA,NA,NA
452,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
453,1,75,81,NA,82,NA,NA,3.8,3.6,3.8,3,NA,NA
454,2,NA,NA,87,47,NA,NA,NA,NA,2,1,NA,NA
455,1,NA,NA,48,52,NA,NA,NA,NA,3.4,3.8,NA,NA
456,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
457,2,82.66666667,NA,NA,NA,NA,NA,2.8,NA,NA,NA,NA,NA
458,2,66,NA,NA,NA,NA,NA,3.4,NA,NA,NA,NA,NA
459,1,NA,64.28571429,NA,NA,NA,NA,NA,3,NA,NA,NA,NA
460,2,85.26315789,82,91,95,NA,95,NA,3,NA,4,NA,4
461,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
462,1,78.75,NA,70,84.44444444,55,NA,3.333333333,NA,3.6,3.4,3,NA
463,1,NA,NA,63.63636364,NA,NA,NA,NA,NA,3,NA,NA,NA
464,2,NA,NA,64,57,NA,NA,NA,NA,3,4,NA,NA
465,2,86,92,NA,NA,NA,NA,3,3.9,NA,NA,NA,NA
466,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
467,1,NA,62.10526316,NA,NA,NA,NA,3,2.8,NA,NA,NA,NA
468,1,NA,57.89473684,NA,58,54,73,NA,3.5,NA,2.8,2.6,3.2
469,2,95,96,NA,NA,NA,NA,4,4,NA,NA,NA,NA
470,2,77,74,64,63,70,61,3.2,3,2.4,2.4,2.4,3.2
471,2,NA,46,54,48,69,NA,NA,2.4,3.2,3,3,NA
472,2,88,80,78.94736842,88,83,84,3.8,3.5,2.6,4,4,3.8
473,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
474,2,79,64,65,63,NA,NA,2.4,2.8,2.2,2.8,NA,NA
475,2,NA,61.11111111,64,56,71,65,NA,2.6,3.2,2.4,3,2.8
476,1,56,45,54,51.11111111,NA,NA,3.6,2.8,3,3.2,NA,NA
477,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
478,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
479,1,71,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
480,2,NA,64.44444444,NA,60,NA,NA,NA,2.8,NA,2.6,NA,NA
481,2,65,66.31578947,53,55,NA,NA,1.6,2.8,3.4,3,NA,NA
482,1,NA,NA,NA,60,NA,NA,NA,NA,NA,2.2,NA,NA
483,2,92,NA,59,72,79,66,3.75,NA,2.2,3.6,2.8,3.2
484,1,NA,79,NA,NA,NA,NA,NA,4,NA,NA,NA,NA
485,2,NA,54,NA,43,NA,NA,NA,3.8,3.4,3.4,NA,NA
486,2,58.75,NA,NA,NA,NA,NA,2.4,NA,NA,NA,NA,NA
487,1,87,77,NA,88,90,NA,4,4,NA,4,3.4,3.4
488,2,81,74,NA,NA,NA,NA,3.8,3.4,3.4,3,NA,NA
489,2,58,57,58,54,56,NA,2.8,3.4,2.6,2.6,2.6,NA
490,1,NA,84,74,63,64,54,NA,4,4,3.4,3.6,3.6
491,1,93,88.42105263,NA,NA,NA,NA,4,4,NA,NA,NA,NA
492,1,NA,NA,79,78,NA,NA,NA,NA,3.4,3.4,NA,NA
493,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
494,1,NA,NA,52,67,NA,NA,NA,NA,3.2,2.8,NA,NA
495,1,67.77777778,85,NA,51.57894737,NA,NA,4,4,NA,2.5,NA,NA
496,1,88.23529412,82.10526316,88,90,NA,NA,3.4,3.4,3.75,4,NA,NA
497,1,NA,63.15789474,NA,61,NA,67,3.4,1.4,NA,NA,NA,2.4
498,2,66,50,68,53,56.84210526,43.15789474,2.5,2.2,3,3,2.4,3
499,1,59,NA,NA,60,NA,NA,3.6,NA,3.8,3,NA,NA
500,1,NA,NA,79,51,NA,NA,NA,NA,4,3.6,NA,NA
501,1,NA,NA,NA,65.26315789,59,NA,NA,NA,NA,3.8,2.6,NA
502,1,NA,NA,59,NA,NA,NA,NA,NA,3.6,NA,NA,NA
503,1,71,NA,NA,NA,NA,NA,2.6,NA,NA,NA,NA,NA
504,2,85.26315789,83,NA,NA,NA,NA,3.25,3.4,NA,NA,NA,NA
505,2,85.55555556,81.05263158,NA,75.78947368,NA,57,4,3.8,NA,2.5,NA,2.4
506,1,86.25,71,71,60,74,71,3.6,2.666666667,3.4,3.25,3.2,3.4
507,1,65.55555556,73.75,58,NA,NA,NA,3,3.5,3,NA,NA,NA
508,1,84.44444444,NA,67,60,NA,NA,3.2,NA,3.6,2.4,NA,NA
509,2,57,NA,53,45,NA,NA,3.2,NA,2.8,2.4,NA,NA
510,2,NA,73,78,72,NA,NA,NA,2.6,3,1.4,NA,NA
511,2,50.66666667,41,47,46,50,59,2,3.2,2.8,2.6,2.6,2.8
512,2,36,NA,48,54,NA,NA,3.4,NA,3.4,2.2,NA,NA
513,1,NA,NA,NA,NA,NA,NA,NA,4,4,4,NA,NA
514,2,66,68,57,69,NA,NA,2.4,NA,3.5,3.4,NA,NA
515,2,NA,74,87.77777778,78,NA,NA,NA,1.8,2.25,3.2,NA,NA
516,6,83.33333333,60,70,NA,NA,NA,3.6,2.2,3,NA,NA,NA
517,6,60,85,61,NA,NA,NA,2,3.4,2.2,NA,NA,NA
518,2,73.68421053,71,50,54,NA,NA,2.8,1.8,2.4,2,NA,NA
519,5,69.41176471,78,76,NA,NA,NA,3,3.6,3.8,NA,NA,NA
520,2,96,93,62,58,NA,81.05263158,NA,4,3.6,2.8,NA,3.6
521,1,62,62,NA,NA,NA,NA,2,3.4,NA,NA,NA,NA
522,2,NA,47.14285714,NA,NA,NA,NA,NA,3,NA,NA,NA,NA
523,1,68.88888889,73,57.77777778,81.57894737,74,83,3.8,3.4,2.8,3.1,3.4,4
524,2,NA,NA,NA,69,78,NA,3.6,NA,NA,3.5,4,3.8
525,2,NA,74.73684211,64,73,63,70,NA,3.2,2.8,4,3.4,3.4
526,2,NA,NA,84,66,NA,NA,2.6,NA,3.4,NA,NA,NA
527,2,63,NA,59,66,NA,NA,3.4,3.2,3,3.25,NA,NA
528,1,60,58.5,54,NA,NA,NA,2.8,2.6,3.2,NA,NA,NA
529,2,NA,41,46,60,NA,NA,NA,2.8,3.4,3,NA,NA
530,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
531,1,75,60,NA,82,NA,NA,4,2.6,NA,4,NA,NA
532,1,NA,66.31578947,68,69.47368421,NA,NA,NA,3.4,3.75,3.2,NA,NA
533,1,NA,92,62.22222222,73.68421053,NA,NA,NA,4,4,3.6,NA,NA
534,1,84,80,75,70,NA,NA,3.4,3,3.8,3.4,NA,NA
535,2,55.29411765,64.70588235,68,67,NA,NA,3,3.4,3.6,3.2,NA,NA
536,1,NA,NA,NA,66,67,73,NA,NA,NA,3,2.8,NA
537,1,NA,57.89473684,NA,69,NA,NA,NA,2.6,NA,2.4,NA,NA
538,1,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA
539,5,NA,66,65,NA,NA,NA,NA,1.8,2.6,NA,NA,NA
540,1,74.73684211,86,NA,90,NA,NA,3.25,3.4,NA,3.4,NA,NA
541,1,63,67.36842105,NA,NA,NA,NA,3.8,3.4,NA,1.4,NA,NA
542,2,NA,NA,70,NA,87.36842105,68,NA,4,4,NA,4,3
543,1,NA,74,NA,83,NA,NA,NA,3,1.8,2.6,NA,NA
544,2,NA,59,57,67,NA,NA,3.2,3.4,3.4,4,NA,NA
545,2,53,53,NA,NA,NA,NA,2.8,3.6,NA,NA,NA,NA
546,2,92,86,NA,NA,NA,NA,2.4,2.4,NA,NA,NA,NA
547,2,82.10526316,81.05263158,81,80,NA,NA,3.8,2.8,3.8,3.4,NA,NA
548,2,72,NA,NA,NA,NA,NA,3.4,NA,NA,NA,NA,NA
549,2,59,53,50,52,54,61,2.6,3,3.2,3,2.8,2.6
550,2,35,29,28,28,29,56,2.4,2.2,2.6,2.4,2,2.4
551,1,NA,NA,NA,37,NA,NA,NA,NA,NA,3,NA,NA
552,2,83,56,69,66,NA,NA,2.6,3,3.2,3.2,NA,NA
553,2,76,55,NA,NA,NA,NA,3,4,NA,NA,NA,NA
554,1,72.94117647,68,NA,NA,NA,NA,4,3.6,NA,2.8,NA,NA
555,1,77.77777778,96,NA,83,NA,NA,3.6,4,NA,3.8,NA,NA
556,1,NA,76,NA,NA,NA,NA,3,3.4,NA,NA,NA,NA
557,1,56.84210526,NA,NA,60,NA,NA,3,NA,NA,3,NA,NA
558,1,74.11764706,71,68,65,NA,NA,4,4,4,4,NA,NA
559,2,95,91.57894737,71.11111111,69,NA,NA,4,4,NA,2.8,NA,NA
560,2,57,43,NA,NA,NA,NA,3.8,3,NA,NA,NA,NA
561,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
562,1,NA,51,54,NA,NA,NA,NA,2.8,2,NA,NA,NA
563,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
564,2,NA,42,NA,NA,NA,NA,NA,2,NA,NA,NA,NA
565,1,NA,NA,NA,NA,NA,NA,NA,2.2,NA,NA,NA,NA
566,2,NA,50,55,40,NA,NA,NA,2.8,1.8,1.2,NA,NA
567,1,NA,86,80,NA,70,NA,NA,3.4,4,3.2,3.4,3.4
568,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
569,1,NA,NA,NA,NA,NA,NA,NA,2.75,NA,NA,NA,NA
570,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
571,2,NA,NA,NA,NA,NA,NA,NA,NA,2.6,3.2,NA,NA
572,1,NA,NA,71,NA,NA,NA,NA,NA,3.2,NA,NA,NA
573,2,NA,NA,65.45454545,NA,NA,NA,NA,NA,4,NA,NA,NA
574,1,NA,NA,70,51,NA,NA,NA,NA,3.6,3.8,NA,NA
575,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
576,2,NA,NA,55,NA,NA,NA,NA,NA,2.4,NA,NA,NA
577,2,NA,NA,86,69,NA,NA,NA,NA,3.8,2,NA,NA
578,2,NA,NA,68,NA,NA,NA,NA,NA,1.6,NA,NA,NA
579,1,NA,NA,78,67,NA,NA,NA,NA,3.2,3.2,NA,NA
580,2,NA,NA,NA,71.66666667,NA,NA,NA,NA,3.4,NA,NA,NA
581,2,NA,NA,63.33333333,61.05263158,63,NA,NA,NA,2.6,2.8,2.2,NA
582,1,NA,NA,NA,92,NA,NA,NA,NA,NA,3.2,NA,NA
583,2,NA,NA,85,70,75,58,NA,NA,4,4,4,4
584,1,NA,NA,NA,NA,82,NA,NA,NA,NA,3.4,4,NA
585,2,NA,NA,89,NA,NA,NA,NA,NA,3.8,NA,NA,NA
586,2,NA,NA,62,NA,63,61,NA,NA,3.4,NA,3,3
587,1,NA,NA,68,67,NA,NA,NA,NA,2.4,2.8,NA,NA
588,1,NA,NA,89,93,NA,92,NA,NA,3,3.2,NA,3.2
589,2,NA,NA,60,63,NA,NA,NA,NA,3.2,2.6,NA,NA
590,2,NA,NA,54,82,NA,NA,NA,NA,3,3.2,NA,NA
591,1,NA,NA,72.5,NA,NA,NA,NA,NA,2.75,NA,NA,NA
592,1,NA,NA,70,84,NA,NA,NA,NA,3.4,4,NA,NA
593,1,NA,NA,70,60,NA,NA,NA,NA,3.6,2.6,NA,NA
594,2,NA,NA,73,76,88,91,NA,NA,4,4,4,4
595,2,NA,NA,60,60,59,NA,NA,NA,1.6,1.8,2.6,NA
596,1,NA,NA,69,55,NA,NA,NA,NA,3.4,3.4,NA,NA
597,1,NA,NA,74.28571429,63.52941176,NA,NA,NA,NA,3.5,4,NA,NA
598,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
599,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
600,2,NA,NA,NA,76.47058824,NA,NA,NA,NA,NA,3,NA,NA
601,1,NA,NA,NA,61,NA,NA,NA,NA,NA,3,NA,NA
602,2,NA,NA,55,68,70,60,NA,NA,2.4,3.4,3.2,3.8
603,2,NA,NA,44,42,60,NA,NA,NA,2.4,2.7,3.2,NA
604,1,NA,NA,NA,96,NA,NA,NA,NA,NA,4,NA,NA
605,2,NA,NA,67,NA,NA,NA,NA,NA,2.8,NA,NA,NA
606,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
607,1,NA,NA,NA,NA,NA,NA,NA,NA,3.2,NA,NA,NA
608,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
609,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
610,2,NA,NA,47.27272727,75,NA,NA,NA,NA,3,4,NA,NA
611,1,NA,NA,72,80,NA,NA,NA,NA,2,3.2,NA,NA
612,1,NA,NA,NA,NA,NA,NA,NA,NA,3.4,NA,NA,NA
613,2,NA,NA,75,76,NA,NA,NA,NA,3,3,NA,NA
614,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
